reason_id,event_id,source_row_id,reason_index,reason_raw,event_level,rejected_at,corrected_at,gap_days,Region,Nom Operateur Court,reason_clean,reason_model,reason_word_count,is_valid_reason,cluster_id,stable_theme,theme_assignment_method,needs_review,rejected_month
1642,290,237,1,Non mention de la nationalité et de la nature des pièces sur la fiche démographique,N1,2026-04-21 10:26:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,non mention de la nationalite et de la nature des pieces sur la fiche demographique,non mention nationalite nature pieces fiche demographique,7,True,4,autre_a_revoir,manual_review,True,2026-04
1643,290,237,2,Personnes auditionnées insuffisantes,N1,2026-04-21 10:26:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,personnes auditionnees insuffisantes,personnes auditionnees insuffisantes,3,True,17,audition_enquete_historique,rule,False,2026-04
1644,290,237,3,Incohérence entre les noms des voisins inscrits sur le PVCL et le plan,N1,2026-04-21 10:26:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,incoherence entre les noms des voisins inscrits sur le pvcl et le plan,incoherence entre noms voisins inscrits pvcl plan,7,True,1,pvcl_constat_limites,rule,False,2026-04
1645,290,237,4,Amorce des voisins non définie sur le plan,N1,2026-04-21 10:26:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,amorce des voisins non definie sur le plan,amorce voisins non definie plan,5,True,1,voisinage_limitrophes,rule,False,2026-04
1646,290,237,5,Equipe d’enquête insuffisant,N1,2026-04-21 10:26:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,equipe d enquete insuffisant,equipe enquete insuffisant,3,True,7,audition_enquete_historique,rule,False,2026-04
1647,290,237,6,Plan de situation non conforme,N1,2026-04-21 10:26:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,plan de situation non conforme,plan situation non conforme,4,True,1,plan_toponymie_noms,rule,False,2026-04
1648,290,237,7,Q3 Comment avez-vous obtenu cette parcelle ?,N1,2026-04-21 10:26:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,q3 comment avez vous obtenu cette parcelle,q3 comment avez vous obtenu parcelle,6,True,2,shapefile_geometrie_superficie,rule,False,2026-04
1649,290,237,8,NON RENSEIGNE,N1,2026-04-21 10:26:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,champ_non_renseigne,champ_non_renseigne,1,True,4,qualite_information_insuffisante,rule,False,2026-04
1650,290,237,9,Doublons sur l’enregistrement du gestionnaire (Voir fiche démographique),N1,2026-04-21 10:26:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,doublons sur l enregistrement du gestionnaire voir fiche demographique,doublons enregistrement gestionnaire voir fiche demographique,6,True,4,autre_a_revoir,manual_review,True,2026-04
1651,290,237,10,DÉSIGNATION DU GESTIONNAIRE D'UN BIEN FONCIER RURAL COLLECTIF (absence de Signature d'au moins la moitié plus un des membres du groupement ou de l'entité,N1,2026-04-21 10:26:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,designation du gestionnaire d'un bien foncier rural collectif signature_absente d'au moins la moitie plus un des membres du groupement ou de l'entite,designation gestionnaire d'un foncier rural collectif signature_absente d'au moitie membres groupement l'entite,12,True,11,signature_absente_ou_incomplete,rule,False,2026-04
1652,290,237,11,Liste des servitudes insuffisamment renseigné,N1,2026-04-21 10:26:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,liste des servitudes insuffisamment renseigne,liste servitudes insuffisamment renseigne,4,True,19,servitude_route_piste,rule,False,2026-04
1653,291,238,1,Absence d’audition du référent,N1,2026-04-21 10:29:00,2026-06-10 15:16:00,50.166666666666664,GUEMON,GRP. TERRA VITAL,absence d audition du referent,absence audition referent,3,True,3,audition_enquete_historique,rule,False,2026-04
1654,291,238,2,M. Sotti est présent sur la liste des parties présente lors des constats de limites,N1,2026-04-21 10:29:00,2026-06-10 15:16:00,50.166666666666664,GUEMON,GRP. TERRA VITAL,m sotti est present sur la liste des parties presente lors des constats de limites,sotti present liste parties presente lors constats limites,8,True,13,pvcl_constat_limites,rule,False,2026-04
1655,291,238,3,Absence de quelques voisins sur le plan,N1,2026-04-21 10:29:00,2026-06-10 15:16:00,50.166666666666664,GUEMON,GRP. TERRA VITAL,absence de quelques voisins sur le plan,absence quelques voisins plan,4,True,1,voisinage_limitrophes,rule,False,2026-04
1656,292,239,1,Non mention de la nationalité et de la nature des pièces sur la fiche démographique,N1,2026-04-21 10:33:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,non mention de la nationalite et de la nature des pieces sur la fiche demographique,non mention nationalite nature pieces fiche demographique,7,True,4,autre_a_revoir,manual_review,True,2026-04
1657,292,239,2,Personnes auditionnées insuffisantes,N1,2026-04-21 10:33:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,personnes auditionnees insuffisantes,personnes auditionnees insuffisantes,3,True,17,audition_enquete_historique,rule,False,2026-04
1658,292,239,3,Incohérence entre les noms des voisins inscrits sur le PVCL et le plan,N1,2026-04-21 10:33:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,incoherence entre les noms des voisins inscrits sur le pvcl et le plan,incoherence entre noms voisins inscrits pvcl plan,7,True,1,pvcl_constat_limites,rule,False,2026-04
1659,292,239,4,Amorce des voisins non définie sur le plan,N1,2026-04-21 10:33:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,amorce des voisins non definie sur le plan,amorce voisins non definie plan,5,True,1,voisinage_limitrophes,rule,False,2026-04
1660,292,239,5,Plan de situation non conforme,N1,2026-04-21 10:33:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,plan de situation non conforme,plan situation non conforme,4,True,1,plan_toponymie_noms,rule,False,2026-04
1661,292,239,6,Q3 Comment avez-vous obtenu cette parcelle ?,N1,2026-04-21 10:33:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,q3 comment avez vous obtenu cette parcelle,q3 comment avez vous obtenu parcelle,6,True,2,shapefile_geometrie_superficie,rule,False,2026-04
1662,292,239,7,NON RENSEIGNE,N1,2026-04-21 10:33:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,champ_non_renseigne,champ_non_renseigne,1,True,4,qualite_information_insuffisante,rule,False,2026-04
1663,292,239,8,Doublons sur l’enregistrement du gestionnaire (Voir fiche démographique),N1,2026-04-21 10:33:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,doublons sur l enregistrement du gestionnaire voir fiche demographique,doublons enregistrement gestionnaire voir fiche demographique,6,True,4,autre_a_revoir,manual_review,True,2026-04
1664,292,239,9,DÉSIGNATION DU GESTIONNAIRE D'UN BIEN FONCIER RURAL COLLECTIF (absence de Signature d'au moins la moitié plus un des membres du groupement ou de l'entité,N1,2026-04-21 10:33:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,designation du gestionnaire d'un bien foncier rural collectif signature_absente d'au moins la moitie plus un des membres du groupement ou de l'entite,designation gestionnaire d'un foncier rural collectif signature_absente d'au moitie membres groupement l'entite,12,True,11,signature_absente_ou_incomplete,rule,False,2026-04
1665,293,240,1,Non mention de la nationalité et de la nature des pièces sur la fiche démographique,N1,2026-04-21 10:37:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,non mention de la nationalite et de la nature des pieces sur la fiche demographique,non mention nationalite nature pieces fiche demographique,7,True,4,autre_a_revoir,manual_review,True,2026-04
1666,293,240,2,Personnes auditionnées insuffisantes,N1,2026-04-21 10:37:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,personnes auditionnees insuffisantes,personnes auditionnees insuffisantes,3,True,17,audition_enquete_historique,rule,False,2026-04
1667,293,240,3,Incohérence entre les noms des voisins inscrits sur le PVCL et le plan,N1,2026-04-21 10:37:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,incoherence entre les noms des voisins inscrits sur le pvcl et le plan,incoherence entre noms voisins inscrits pvcl plan,7,True,1,pvcl_constat_limites,rule,False,2026-04
1668,293,240,4,Amorce des voisins non définie sur le plan,N1,2026-04-21 10:37:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,amorce des voisins non definie sur le plan,amorce voisins non definie plan,5,True,1,voisinage_limitrophes,rule,False,2026-04
1669,293,240,5,Equipe d’enquête insuffisant,N1,2026-04-21 10:37:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,equipe d enquete insuffisant,equipe enquete insuffisant,3,True,7,audition_enquete_historique,rule,False,2026-04
1670,293,240,6,Plan de situation non conforme,N1,2026-04-21 10:37:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,plan de situation non conforme,plan situation non conforme,4,True,1,plan_toponymie_noms,rule,False,2026-04
1671,293,240,7,Q3 Comment avez-vous obtenu cette parcelle ?,N1,2026-04-21 10:37:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,q3 comment avez vous obtenu cette parcelle,q3 comment avez vous obtenu parcelle,6,True,2,shapefile_geometrie_superficie,rule,False,2026-04
1672,293,240,8,NON RENSEIGNE,N1,2026-04-21 10:37:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,champ_non_renseigne,champ_non_renseigne,1,True,4,qualite_information_insuffisante,rule,False,2026-04
1673,293,240,9,Doublons sur l’enregistrement du gestionnaire (Voir fiche démographique),N1,2026-04-21 10:37:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,doublons sur l enregistrement du gestionnaire voir fiche demographique,doublons enregistrement gestionnaire voir fiche demographique,6,True,4,autre_a_revoir,manual_review,True,2026-04
1674,293,240,10,DÉSIGNATION DU GESTIONNAIRE D'UN BIEN FONCIER RURAL COLLECTIF (absence de Signature d'au moins la moitié plus un des membres du groupement ou de l'entité,N1,2026-04-21 10:37:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,designation du gestionnaire d'un bien foncier rural collectif signature_absente d'au moins la moitie plus un des membres du groupement ou de l'entite,designation gestionnaire d'un foncier rural collectif signature_absente d'au moitie membres groupement l'entite,12,True,11,signature_absente_ou_incomplete,rule,False,2026-04
1675,294,241,1,Non mention de la nationalité et de la nature des pièces sur la fiche démographique,N1,2026-04-21 10:43:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,non mention de la nationalite et de la nature des pieces sur la fiche demographique,non mention nationalite nature pieces fiche demographique,7,True,4,autre_a_revoir,manual_review,True,2026-04
1676,294,241,2,Personnes auditionnées insuffisantes,N1,2026-04-21 10:43:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,personnes auditionnees insuffisantes,personnes auditionnees insuffisantes,3,True,17,audition_enquete_historique,rule,False,2026-04
1677,294,241,3,Incohérence entre les noms des voisins inscrits sur le PVCL et le plan,N1,2026-04-21 10:43:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,incoherence entre les noms des voisins inscrits sur le pvcl et le plan,incoherence entre noms voisins inscrits pvcl plan,7,True,1,pvcl_constat_limites,rule,False,2026-04
1678,294,241,4,Amorce des voisins non définie sur le plan,N1,2026-04-21 10:43:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,amorce des voisins non definie sur le plan,amorce voisins non definie plan,5,True,1,voisinage_limitrophes,rule,False,2026-04
1679,294,241,5,Plan de situation non conforme,N1,2026-04-21 10:43:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,plan de situation non conforme,plan situation non conforme,4,True,1,plan_toponymie_noms,rule,False,2026-04
1680,294,241,6,Q3 Comment avez-vous obtenu cette parcelle ?,N1,2026-04-21 10:43:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,q3 comment avez vous obtenu cette parcelle,q3 comment avez vous obtenu parcelle,6,True,2,shapefile_geometrie_superficie,rule,False,2026-04
1681,294,241,7,NON RENSEIGNE,N1,2026-04-21 10:43:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,champ_non_renseigne,champ_non_renseigne,1,True,4,qualite_information_insuffisante,rule,False,2026-04
1682,294,241,8,Doublons sur l’enregistrement du gestionnaire (Voir fiche démographique),N1,2026-04-21 10:43:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,doublons sur l enregistrement du gestionnaire voir fiche demographique,doublons enregistrement gestionnaire voir fiche demographique,6,True,4,autre_a_revoir,manual_review,True,2026-04
1683,294,241,9,DÉSIGNATION DU GESTIONNAIRE D'UN BIEN FONCIER RURAL COLLECTIF (absence de Signature d'au moins la moitié plus un des membres du groupement ou de l'entité,N1,2026-04-21 10:43:00,2026-06-23 19:43:00,63.375,GUEMON,GRP. TERRA VITAL,designation du gestionnaire d'un bien foncier rural collectif signature_absente d'au moins la moitie plus un des membres du groupement ou de l'entite,designation gestionnaire d'un foncier rural collectif signature_absente d'au moitie membres groupement l'entite,12,True,11,signature_absente_ou_incomplete,rule,False,2026-04
1684,295,242,1,Non mention de la nationalité et de la nature des pièces sur la fiche démographique,N1,2026-04-21 10:48:00,2026-06-23 19:43:00,63.333333333333336,GUEMON,GRP. TERRA VITAL,non mention de la nationalite et de la nature des pieces sur la fiche demographique,non mention nationalite nature pieces fiche demographique,7,True,4,autre_a_revoir,manual_review,True,2026-04
1685,295,242,2,Personnes auditionnées insuffisantes,N1,2026-04-21 10:48:00,2026-06-23 19:43:00,63.333333333333336,GUEMON,GRP. TERRA VITAL,personnes auditionnees insuffisantes,personnes auditionnees insuffisantes,3,True,17,audition_enquete_historique,rule,False,2026-04
1686,295,242,3,Incohérence entre les noms des voisins inscrits sur le PVCL et le plan,N1,2026-04-21 10:48:00,2026-06-23 19:43:00,63.333333333333336,GUEMON,GRP. TERRA VITAL,incoherence entre les noms des voisins inscrits sur le pvcl et le plan,incoherence entre noms voisins inscrits pvcl plan,7,True,1,pvcl_constat_limites,rule,False,2026-04
1687,295,242,4,Plan de situation non conforme,N1,2026-04-21 10:48:00,2026-06-23 19:43:00,63.333333333333336,GUEMON,GRP. TERRA VITAL,plan de situation non conforme,plan situation non conforme,4,True,1,plan_toponymie_noms,rule,False,2026-04
1688,295,242,5,Q3 Comment avez-vous obtenu cette parcelle ?,N1,2026-04-21 10:48:00,2026-06-23 19:43:00,63.333333333333336,GUEMON,GRP. TERRA VITAL,q3 comment avez vous obtenu cette parcelle,q3 comment avez vous obtenu parcelle,6,True,2,shapefile_geometrie_superficie,rule,False,2026-04
1689,295,242,6,NON RENSEIGNE,N1,2026-04-21 10:48:00,2026-06-23 19:43:00,63.333333333333336,GUEMON,GRP. TERRA VITAL,champ_non_renseigne,champ_non_renseigne,1,True,4,qualite_information_insuffisante,rule,False,2026-04
1690,296,243,1,Non mention de la nationalité et de la nature des pièces sur la fiche démographique,N1,2026-04-21 11:11:00,2026-06-23 19:43:00,63.333333333333336,GUEMON,GRP. TERRA VITAL,non mention de la nationalite et de la nature des pieces sur la fiche demographique,non mention nationalite nature pieces fiche demographique,7,True,4,autre_a_revoir,manual_review,True,2026-04
1691,296,243,2,Personnes auditionnées insuffisantes,N1,2026-04-21 11:11:00,2026-06-23 19:43:00,63.333333333333336,GUEMON,GRP. TERRA VITAL,personnes auditionnees insuffisantes,personnes auditionnees insuffisantes,3,True,17,audition_enquete_historique,rule,False,2026-04
1692,296,243,3,Incohérence entre les noms des voisins inscrits sur le PVCL et le plan,N1,2026-04-21 11:11:00,2026-06-23 19:43:00,63.333333333333336,GUEMON,GRP. TERRA VITAL,incoherence entre les noms des voisins inscrits sur le pvcl et le plan,incoherence entre noms voisins inscrits pvcl plan,7,True,1,pvcl_constat_limites,rule,False,2026-04
1693,296,243,4,Equipe d’enquête insuffisant,N1,2026-04-21 11:11:00,2026-06-23 19:43:00,63.333333333333336,GUEMON,GRP. TERRA VITAL,equipe d enquete insuffisant,equipe enquete insuffisant,3,True,7,audition_enquete_historique,rule,False,2026-04
1694,296,243,5,Plan de situation non conforme,N1,2026-04-21 11:11:00,2026-06-23 19:43:00,63.333333333333336,GUEMON,GRP. TERRA VITAL,plan de situation non conforme,plan situation non conforme,4,True,1,plan_toponymie_noms,rule,False,2026-04
1695,296,243,6,Q3 Comment avez-vous obtenu cette parcelle ?,N1,2026-04-21 11:11:00,2026-06-23 19:43:00,63.333333333333336,GUEMON,GRP. TERRA VITAL,q3 comment avez vous obtenu cette parcelle,q3 comment avez vous obtenu parcelle,6,True,2,shapefile_geometrie_superficie,rule,False,2026-04
1696,296,243,7,NON RENSEIGNE,N1,2026-04-21 11:11:00,2026-06-23 19:43:00,63.333333333333336,GUEMON,GRP. TERRA VITAL,champ_non_renseigne,champ_non_renseigne,1,True,4,qualite_information_insuffisante,rule,False,2026-04
1697,296,243,8,Doublons sur l’enregistrement du gestionnaire (Voir fiche démographique),N1,2026-04-21 11:11:00,2026-06-23 19:43:00,63.333333333333336,GUEMON,GRP. TERRA VITAL,doublons sur l enregistrement du gestionnaire voir fiche demographique,doublons enregistrement gestionnaire voir fiche demographique,6,True,4,autre_a_revoir,manual_review,True,2026-04
1698,296,243,9,DÉSIGNATION DU GESTIONNAIRE D'UN BIEN FONCIER RURAL COLLECTIF (absence de Signature d'au moins la moitié plus un des membres du groupement ou de l'entité,N1,2026-04-21 11:11:00,2026-06-23 19:43:00,63.333333333333336,GUEMON,GRP. TERRA VITAL,designation du gestionnaire d'un bien foncier rural collectif signature_absente d'au moins la moitie plus un des membres du groupement ou de l'entite,designation gestionnaire d'un foncier rural collectif signature_absente d'au moitie membres groupement l'entite,12,True,11,signature_absente_ou_incomplete,rule,False,2026-04
1699,297,244,1,Non mention de la nationalité et de la nature des pièces sur la fiche démographique,N1,2026-04-21 11:45:00,2026-06-23 19:43:00,63.291666666666664,GUEMON,GRP. TERRA VITAL,non mention de la nationalite et de la nature des pieces sur la fiche demographique,non mention nationalite nature pieces fiche demographique,7,True,4,autre_a_revoir,manual_review,True,2026-04
1700,297,244,2,Personnes auditionnées insuffisantes,N1,2026-04-21 11:45:00,2026-06-23 19:43:00,63.291666666666664,GUEMON,GRP. TERRA VITAL,personnes auditionnees insuffisantes,personnes auditionnees insuffisantes,3,True,17,audition_enquete_historique,rule,False,2026-04
1701,297,244,3,Incohérence entre les noms des voisins inscrits sur le PVCL et le plan,N1,2026-04-21 11:45:00,2026-06-23 19:43:00,63.291666666666664,GUEMON,GRP. TERRA VITAL,incoherence entre les noms des voisins inscrits sur le pvcl et le plan,incoherence entre noms voisins inscrits pvcl plan,7,True,1,pvcl_constat_limites,rule,False,2026-04
1702,297,244,4,Equipe d’enquête insuffisant,N1,2026-04-21 11:45:00,2026-06-23 19:43:00,63.291666666666664,GUEMON,GRP. TERRA VITAL,equipe d enquete insuffisant,equipe enquete insuffisant,3,True,7,audition_enquete_historique,rule,False,2026-04
1703,297,244,5,Plan de situation non conforme,N1,2026-04-21 11:45:00,2026-06-23 19:43:00,63.291666666666664,GUEMON,GRP. TERRA VITAL,plan de situation non conforme,plan situation non conforme,4,True,1,plan_toponymie_noms,rule,False,2026-04
1704,297,244,6,Q3 Comment avez-vous obtenu cette parcelle ?,N1,2026-04-21 11:45:00,2026-06-23 19:43:00,63.291666666666664,GUEMON,GRP. TERRA VITAL,q3 comment avez vous obtenu cette parcelle,q3 comment avez vous obtenu parcelle,6,True,2,shapefile_geometrie_superficie,rule,False,2026-04
1705,297,244,7,NON RENSEIGNE,N1,2026-04-21 11:45:00,2026-06-23 19:43:00,63.291666666666664,GUEMON,GRP. TERRA VITAL,champ_non_renseigne,champ_non_renseigne,1,True,4,qualite_information_insuffisante,rule,False,2026-04
1706,297,244,8,Doublons sur l’enregistrement du gestionnaire (Voir fiche démographique),N1,2026-04-21 11:45:00,2026-06-23 19:43:00,63.291666666666664,GUEMON,GRP. TERRA VITAL,doublons sur l enregistrement du gestionnaire voir fiche demographique,doublons enregistrement gestionnaire voir fiche demographique,6,True,4,autre_a_revoir,manual_review,True,2026-04
1707,297,244,9,DÉSIGNATION DU GESTIONNAIRE D'UN BIEN FONCIER RURAL COLLECTIF (absence de Signature d'au moins la moitié plus un des membres du groupement ou de l'entité,N1,2026-04-21 11:45:00,2026-06-23 19:43:00,63.291666666666664,GUEMON,GRP. TERRA VITAL,designation du gestionnaire d'un bien foncier rural collectif signature_absente d'au moins la moitie plus un des membres du groupement ou de l'entite,designation gestionnaire d'un foncier rural collectif signature_absente d'au moitie membres groupement l'entite,12,True,11,signature_absente_ou_incomplete,rule,False,2026-04
1708,298,245,1,Absence d’audition du référent,N1,2026-04-21 12:00:00,2026-06-10 15:16:00,50.125,GUEMON,GRP. TERRA VITAL,absence d audition du referent,absence audition referent,3,True,3,audition_enquete_historique,rule,False,2026-04
1709,298,245,2,M. Sotti est présent sur la liste des parties présente lors des constats de limites,N1,2026-04-21 12:00:00,2026-06-10 15:16:00,50.125,GUEMON,GRP. TERRA VITAL,m sotti est present sur la liste des parties presente lors des constats de limites,sotti present liste parties presente lors constats limites,8,True,13,pvcl_constat_limites,rule,False,2026-04
1710,298,245,3,Absence de quelques voisins sur le plan,N1,2026-04-21 12:00:00,2026-06-10 15:16:00,50.125,GUEMON,GRP. TERRA VITAL,absence de quelques voisins sur le plan,absence quelques voisins plan,4,True,1,voisinage_limitrophes,rule,False,2026-04
1711,299,246,1,Non mention de la nationalité et de la nature des pièces sur la fiche démographique,N1,2026-04-21 12:02:00,2026-06-23 19:43:00,63.291666666666664,GUEMON,GRP. TERRA VITAL,non mention de la nationalite et de la nature des pieces sur la fiche demographique,non mention nationalite nature pieces fiche demographique,7,True,4,autre_a_revoir,manual_review,True,2026-04
1712,299,246,2,Personnes auditionnées insuffisantes,N1,2026-04-21 12:02:00,2026-06-23 19:43:00,63.291666666666664,GUEMON,GRP. TERRA VITAL,personnes auditionnees insuffisantes,personnes auditionnees insuffisantes,3,True,17,audition_enquete_historique,rule,False,2026-04
1713,299,246,3,Incohérence entre les noms des voisins inscrits sur le PVCL et le plan,N1,2026-04-21 12:02:00,2026-06-23 19:43:00,63.291666666666664,GUEMON,GRP. TERRA VITAL,incoherence entre les noms des voisins inscrits sur le pvcl et le plan,incoherence entre noms voisins inscrits pvcl plan,7,True,1,pvcl_constat_limites,rule,False,2026-04
1714,299,246,4,Equipe d’enquête insuffisant,N1,2026-04-21 12:02:00,2026-06-23 19:43:00,63.291666666666664,GUEMON,GRP. TERRA VITAL,equipe d enquete insuffisant,equipe enquete insuffisant,3,True,7,audition_enquete_historique,rule,False,2026-04
1715,299,246,5,Plan de situation non conforme,N1,2026-04-21 12:02:00,2026-06-23 19:43:00,63.291666666666664,GUEMON,GRP. TERRA VITAL,plan de situation non conforme,plan situation non conforme,4,True,1,plan_toponymie_noms,rule,False,2026-04
1716,299,246,6,Q3 Comment avez-vous obtenu cette parcelle ?,N1,2026-04-21 12:02:00,2026-06-23 19:43:00,63.291666666666664,GUEMON,GRP. TERRA VITAL,q3 comment avez vous obtenu cette parcelle,q3 comment avez vous obtenu parcelle,6,True,2,shapefile_geometrie_superficie,rule,False,2026-04
1717,299,246,7,NON RENSEIGNE,N1,2026-04-21 12:02:00,2026-06-23 19:43:00,63.291666666666664,GUEMON,GRP. TERRA VITAL,champ_non_renseigne,champ_non_renseigne,1,True,4,qualite_information_insuffisante,rule,False,2026-04
1718,299,246,8,Doublons sur l’enregistrement du gestionnaire (Voir fiche démographique),N1,2026-04-21 12:02:00,2026-06-23 19:43:00,63.291666666666664,GUEMON,GRP. TERRA VITAL,doublons sur l enregistrement du gestionnaire voir fiche demographique,doublons enregistrement gestionnaire voir fiche demographique,6,True,4,autre_a_revoir,manual_review,True,2026-04
1719,299,246,9,DÉSIGNATION DU GESTIONNAIRE D'UN BIEN FONCIER RURAL COLLECTIF (absence de Signature d'au moins la moitié plus un des membres du groupement ou de l'entité,N1,2026-04-21 12:02:00,2026-06-23 19:43:00,63.291666666666664,GUEMON,GRP. TERRA VITAL,designation du gestionnaire d'un bien foncier rural collectif signature_absente d'au moins la moitie plus un des membres du groupement ou de l'entite,designation gestionnaire d'un foncier rural collectif signature_absente d'au moitie membres groupement l'entite,12,True,11,signature_absente_ou_incomplete,rule,False,2026-04
1720,300,247,1,Non mention de la nationalité et de la nature des pièces sur la fiche démographique,N1,2026-04-21 12:07:00,2026-06-23 19:43:00,63.291666666666664,GUEMON,GRP. TERRA VITAL,non mention de la nationalite et de la nature des pieces sur la fiche demographique,non mention nationalite nature pieces fiche demographique,7,True,4,autre_a_revoir,manual_review,True,2026-04
1721,300,247,2,Personnes auditionnées insuffisantes,N1,2026-04-21 12:07:00,2026-06-23 19:43:00,63.291666666666664,GUEMON,GRP. TERRA VITAL,personnes auditionnees insuffisantes,personnes auditionnees insuffisantes,3,True,17,audition_enquete_historique,rule,False,2026-04
1722,300,247,3,Incohérence entre les noms des voisins inscrits sur le PVCL et le plan,N1,2026-04-21 12:07:00,2026-06-23 19:43:00,63.291666666666664,GUEMON,GRP. TERRA VITAL,incoherence entre les noms des voisins inscrits sur le pvcl et le plan,incoherence entre noms voisins inscrits pvcl plan,7,True,1,pvcl_constat_limites,rule,False,2026-04
1723,300,247,4,Equipe d’enquête insuffisante,N1,2026-04-21 12:07:00,2026-06-23 19:43:00,63.291666666666664,GUEMON,GRP. TERRA VITAL,equipe d enquete insuffisante,equipe enquete insuffisante,3,True,7,audition_enquete_historique,rule,False,2026-04
1724,300,247,5,Plan de situation non conforme,N1,2026-04-21 12:07:00,2026-06-23 19:43:00,63.291666666666664,GUEMON,GRP. TERRA VITAL,plan de situation non conforme,plan situation non conforme,4,True,1,plan_toponymie_noms,rule,False,2026-04
1725,300,247,6,Q3 Comment avez-vous obtenu cette parcelle ?,N1,2026-04-21 12:07:00,2026-06-23 19:43:00,63.291666666666664,GUEMON,GRP. TERRA VITAL,q3 comment avez vous obtenu cette parcelle,q3 comment avez vous obtenu parcelle,6,True,2,shapefile_geometrie_superficie,rule,False,2026-04
1726,300,247,7,NON RENSEIGNE,N1,2026-04-21 12:07:00,2026-06-23 19:43:00,63.291666666666664,GUEMON,GRP. TERRA VITAL,champ_non_renseigne,champ_non_renseigne,1,True,4,qualite_information_insuffisante,rule,False,2026-04
1727,300,247,8,Amorce des voisins non définie sur le plan,N1,2026-04-21 12:07:00,2026-06-23 19:43:00,63.291666666666664,GUEMON,GRP. TERRA VITAL,amorce des voisins non definie sur le plan,amorce voisins non definie plan,5,True,1,voisinage_limitrophes,rule,False,2026-04
1728,300,247,9,Absence de signature DES MEMBRES DE L'ÉQUIPE D'ENQUÊTE,N1,2026-04-21 12:07:00,2026-06-23 19:43:00,63.291666666666664,GUEMON,GRP. TERRA VITAL,signature_absente des membres de l'equipe d'enquete,signature_absente membres l'equipe d'enquete,4,True,7,signature_absente_ou_incomplete,rule,False,2026-04
1729,301,248,1,Absence de signature DES MEMBRES DE L'ÉQUIPE D'ENQUÊTE,N1,2026-04-21 12:11:00,2026-06-23 19:43:00,63.291666666666664,GUEMON,GRP. TERRA VITAL,signature_absente des membres de l'equipe d'enquete,signature_absente membres l'equipe d'enquete,4,True,7,signature_absente_ou_incomplete,rule,False,2026-04
1730,301,248,2,Non mention de la nationalité et de la nature des pièces sur la fiche démographique,N1,2026-04-21 12:11:00,2026-06-23 19:43:00,63.291666666666664,GUEMON,GRP. TERRA VITAL,non mention de la nationalite et de la nature des pieces sur la fiche demographique,non mention nationalite nature pieces fiche demographique,7,True,4,autre_a_revoir,manual_review,True,2026-04
